rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
221|153.9754518064863|1101|Nerd Ape Dao #1101|Red|Red|Pirate|ETH|Pink bucket|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1101
222|153.68832325922125|311|Nerd Ape Dao #311|Green mint|Tiger|Brown coat|Dizzy|Pirate hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/311
223|153.20977823743115|1316|Nerd Ape Dao #1316|Blue|Cream|Brown jacket|Angry|Black top hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1316
224|153.1599632058871|850|Nerd Ape Dao #850|Green mint|Cream|Tech jacket|Angry|Staw hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/850
225|153.0666935872573|517|Nerd Ape Dao #517|Beige|Cream|White shirt ribbon|Red Cat|Red bob|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/517
226|152.99121733273174|1282|Nerd Ape Dao #1282|Beige|Red|Pirate|Demon|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1282
227|152.98817160081595|626|Nerd Ape Dao #626|Red|Zombie|Judo|Dizzy|Rasta hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/626
228|152.93653870203065|783|Nerd Ape Dao #783|Pink|White|None|Solar_beam|Propeller cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/783
229|152.6835520540335|1008|Nerd Ape Dao #1008|Light purple|Tiger|Stripedtee|Red|Green beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1008
230|152.44416046661158|878|Nerd Ape Dao #878|Blue|Gray|Brown jacket|Wide_eyes|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/878
231|152.39226488981004|999|Nerd Ape Dao #999|Pink|Robot|Flower Hawaii|Glasses|Pink bucket|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/999
232|152.30209207098898|1004|Nerd Ape Dao #1004|Green mint|Pink|White fur|Hearteye|Demon horns|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1004
233|151.86581102967077|444|Nerd Ape Dao #444|Blue|Dark brown|Brown jacket|Fasion|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/444
234|151.8274460241942|388|Nerd Ape Dao #388|Red|Zombie|Brown coat|Red|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/388
235|151.82560601879723|900|Nerd Ape Dao #900|Pink|Light brown|Banana hawaii|Square|Rose headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/900
236|151.7916247924562|378|Nerd Ape Dao #378|Beige|Gray|Brown vest|Red|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/378
237|151.58257715291734|138|Nerd Ape Dao #138|Green mint|Red|Fastfood|Gold|Staw hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/138
238|151.4796980027159|816|Nerd Ape Dao #816|Yellow|Gray|Fastfood|ETH|Propeller cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/816
239|151.26386243386244|332|Nerd Ape Dao #332|Red|Tiger|Tuxedo|Wide_eyes|None|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/332
240|151.06521003189118|802|Nerd Ape Dao #802|Pink|Robot|White singlet|Dizzy|Gold crown|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/802
241|150.98345761009668|441|Nerd Ape Dao #441|Light purple|Gold|White fur|X|Blue headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/441
242|150.9224054349109|1117|Nerd Ape Dao #1117|Red|Lav|Brown vest|White Round|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1117
243|150.91646193320148|636|Nerd Ape Dao #636|Green mint|Zombie|Pirate|Fasion|Blue headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/636
244|150.84864472379485|1256|Nerd Ape Dao #1256|Light purple|Cream|Banana hawaii|3D|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1256
245|150.8370773778615|855|Nerd Ape Dao #855|Green mint|Water|Fastfood|ETH|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/855
246|150.7335252052934|351|Nerd Ape Dao #351|Yellow|Red|Judo|X|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/351
247|150.67359084261815|530|Nerd Ape Dao #530|Green mint|Cream|Goldchain|Cyberpunk|Gold crown|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/530
248|150.61883939483073|451|Nerd Ape Dao #451|Green mint|Light brown|Banana hawaii|Oval|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/451
249|150.51512189793903|551|Nerd Ape Dao #551|Red|Water|Yellow shirt|Glasses|Apple|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/551
250|150.500414818921|1335|Nerd Ape Dao #1335|Pink|Black|Fastfood|Red|Green beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1335
251|150.2844183796634|893|Nerd Ape Dao #893|Yellow|Lav|Rasta hawaii|Eyepatch|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/893
252|150.25811665172148|376|Nerd Ape Dao #376|Blue|Cream|White fur|Black Nerd|Gold crown|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/376
253|150.1029723270756|1175|Nerd Ape Dao #1175|Blue|Robot|White shirt ribbon|Angry|Fastfood|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1175
254|150.07550442710905|1086|Nerd Ape Dao #1086|Light purple|Lav|Red singlet|Faded|Newsboy cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1086
255|150.0726132504448|1176|Nerd Ape Dao #1176|Beige|Lav|White shirt ribbon|Fasion|Blue headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1176
256|150.03829809138114|1289|Nerd Ape Dao #1289|Light purple|Gray|Fastfood|Eyepatch|Pink bucket|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1289
257|150.01732563797722|1190|Nerd Ape Dao #1190|Pink|Pink|Pink fur|Gold|Blue headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1190
258|150.00309798887466|42|Nerd Ape Dao #42|Light purple|Light brown|Tech jacket|3D|Demon horns|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/42
259|149.97146483865276|937|Nerd Ape Dao #937|Blue|Black|Fastfood|X|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/937
260|149.90228206490258|1264|Nerd Ape Dao #1264|Light purple|Red|Black suit|Eyepatch|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1264
261|149.8120622193656|685|Nerd Ape Dao #685|Blue|Zombie|Brown vest|White Round|Pirate hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/685
262|149.721709708922|908|Nerd Ape Dao #908|Yellow|Water|Dark blue suit|ETH|Apple|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/908
263|149.6375740218672|970|Nerd Ape Dao #970|Blue|Lav|Brown coat|Oval|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/970
264|149.6363494956166|554|Nerd Ape Dao #554|Light purple|Black|Banana hawaii|Cyberpunk|Black beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/554
265|149.59883235221784|402|Nerd Ape Dao #402|Blue|Lav|Pink fur|Dizzy|Pirate hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/402
266|149.50459925399934|548|Nerd Ape Dao #548|Beige|Pink|Tech jacket|Square|Pink bucket|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/548
267|149.3080818282303|71|Nerd Ape Dao #71|Red|Pink|Pink hoodie|Eyepatch|Demon horns|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/71
268|149.2064972948788|422|Nerd Ape Dao #422|Pink|Water|Black suit|Sleepy|Red bob|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/422
