rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
1091|121.36476817377942|625|Nerd Ape Dao #625|Pink|White|None|Red|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/625
1092|121.34717967669187|1001|Nerd Ape Dao #1001|Light purple|Red|Tuxedo|3D|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1001
1093|121.29008587804779|676|Nerd Ape Dao #676|Red|Tiger|Black tee|Black Nerd|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/676
1094|121.2744724929721|526|Nerd Ape Dao #526|Pink|Water|Tuxedo|Oneeye|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/526
1095|121.23106364877057|180|Nerd Ape Dao #180|Pink|Robot|Green jacket|Square|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/180
1096|121.20472669386697|414|Nerd Ape Dao #414|Yellow|Zombie|Tuxedo|Heart|Newsboy cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/414
1097|121.10469204153574|41|Nerd Ape Dao #41|Pink|Robot|Green jacket|Dizzy|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/41
1098|121.07211775206636|896|Nerd Ape Dao #896|Beige|Robot|Silverchain|Dizzy|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/896
1099|121.07016703568952|447|Nerd Ape Dao #447|Red|Cream|White singlet|Oval|Pink bucket|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/447
1100|120.97937925885395|535|Nerd Ape Dao #535|Beige|Cream|Black hoodie|Shy|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/535
1101|120.97433153792493|610|Nerd Ape Dao #610|Red|Cream|Yellow shirt|Heart|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/610
1102|120.92315675403053|754|Nerd Ape Dao #754|Red|Pink|Dark blue suit|White Round|Green beret|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/754
1103|120.90753299789816|22|Nerd Ape Dao #22|Green mint|Pink|Black hoodie|Sleepy|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/22
1104|120.86837007817783|147|Nerd Ape Dao #147|Green mint|White|Black leather|Cyberpunk|White bucket hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/147
1105|120.84902845265401|773|Nerd Ape Dao #773|Beige|Black|Black hoodie|Faded|Newsboy cap|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/773
1106|120.84643937150986|598|Nerd Ape Dao #598|Green mint|Cream|White fur|Wide_eyes|White bucket hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/598
1107|120.80520348285793|98|Nerd Ape Dao #98|Red|Light brown|White fur|Faded|Black beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/98
1108|120.7972148389613|541|Nerd Ape Dao #541|Yellow|Dark brown|Blue vest|Sleepy|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/541
1109|120.78517484830235|1219|Nerd Ape Dao #1219|Red|Tiger|White singlet|Heart|Green beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1219
1110|120.77598769979072|788|Nerd Ape Dao #788|Pink|Zombie|Silverchain|Glasses|Adventure hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/788
1111|120.77392086953596|1342|Nerd Ape Dao #1342|Beige|Black|Black sleeveless|Oneeye|Biker helmet|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1342
1112|120.70494725399584|809|Nerd Ape Dao #809|Light purple|Light brown|Red tee|Demon|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/809
1113|120.70491709042349|221|Nerd Ape Dao #221|Yellow|Tiger|None|Demon|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/221
1114|120.67909008168898|317|Nerd Ape Dao #317|Red|White|Tuxedo|Heart|Blue headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/317
1115|120.67001553179897|394|Nerd Ape Dao #394|Green mint|Light brown|White fur|Oval|Black top hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/394
1116|120.65268237934905|169|Nerd Ape Dao #169|Pink|Cream|Hawaii|3D|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/169
1117|120.59797379679031|1231|Nerd Ape Dao #1231|Beige|Robot|Silverchain|White Round|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1231
1118|120.49737395945904|1110|Nerd Ape Dao #1110|Red|Dark brown|Goldchain|White Round|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1110
1119|120.47518370194311|1122|Nerd Ape Dao #1122|Green mint|Lav|Adventure|Cyberpunk|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1122
1120|120.46086143152108|766|Nerd Ape Dao #766|Beige|Pink|Red tee|Red Cat|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/766
1121|120.42437602879424|168|Nerd Ape Dao #168|Light purple|Cream|Black sleeveless|Square|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/168
1122|120.3247368513937|1065|Nerd Ape Dao #1065|Pink|Gold|Black leather|Cyberpunk|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1065
1123|120.319176561091|986|Nerd Ape Dao #986|Beige|Gray|Hawaii|Wide_eyes|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/986
1124|120.23405372498125|569|Nerd Ape Dao #569|Beige|Cream|Black tee|White Round|Propeller cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/569
1125|120.22312325243144|947|Nerd Ape Dao #947|Yellow|Pink|Black tee|Close|Black beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/947
1126|120.2005495847937|641|Nerd Ape Dao #641|Green mint|Gray|White singlet|3D|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/641
1127|120.18420909087936|1057|Nerd Ape Dao #1057|Blue|Zombie|Tuxedo|Dizzy|Rose headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1057
1128|120.14730041137902|917|Nerd Ape Dao #917|Red|Black|Silverchain|Oneeye|Blue headscarf|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/917
1129|120.12693460174539|946|Nerd Ape Dao #946|Red|Gray|Black sleeveless|Square|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/946
1130|120.12573353741686|193|Nerd Ape Dao #193|Beige|Red|Adventure|3D|Propeller cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/193
1131|120.08554640495726|94|Nerd Ape Dao #94|Pink|Gray|None|Wide_eyes|Fastfood|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/94
1132|120.05936190234769|836|Nerd Ape Dao #836|Beige|Water|Adventure|Hearteye|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/836
1133|120.02845839719357|101|Nerd Ape Dao #101|Green mint|Dark brown|Goldchain|Fasion|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/101
1134|119.94693293688152|727|Nerd Ape Dao #727|Beige|Robot|Hawaii|Square|Fastfood|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/727
1135|119.93934851996393|1089|Nerd Ape Dao #1089|Red|Gray|Black leather|Cyberpunk|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1089
1136|119.93530049334944|128|Nerd Ape Dao #128|Blue|Black|Tuxedo|Oval|Fastfood|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/128
1137|119.9338856632268|622|Nerd Ape Dao #622|Blue|Gold|Red tee|Shy|Adventure hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/622
1138|119.90693560264468|540|Nerd Ape Dao #540|Beige|Black|Green jacket|Oval|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/540
1139|119.83200865548594|1010|Nerd Ape Dao #1010|Red|Cream|Tuxedo|Faded|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1010
1140|119.81394183343241|1336|Nerd Ape Dao #1336|Beige|Gold|Hawaii|Cyberpunk|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1336
1141|119.7366887198978|213|Nerd Ape Dao #213|Beige|Black|Adventure|Gold|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/213
1142|119.66207119055058|629|Nerd Ape Dao #629|Blue|Gray|Overalls|Sleepy|Cowboy hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/629
1143|119.63508131312125|264|Nerd Ape Dao #264|Yellow|Cream|Black sleeveless|Eyepatch|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/264
1144|119.58765601688759|691|Nerd Ape Dao #691|Green mint|Black|Blue vest|Cyberpunk|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/691
1145|119.5746085949726|110|Nerd Ape Dao #110|Pink|Dark brown|Pink hoodie|Sleepy|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/110
1146|119.53394388672892|478|Nerd Ape Dao #478|Beige|Dark brown|Black vest|Faded|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/478
1147|119.32080638791484|594|Nerd Ape Dao #594|Red|Cream|White singlet|Glasses|Gold hair|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/594
1148|119.31166327161652|1288|Nerd Ape Dao #1288|Beige|White|Tuxedo|Demon|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1288
1149|119.25610417193292|111|Nerd Ape Dao #111|Green mint|Dark brown|Adventure|Gold|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/111
1150|119.19600836966478|429|Nerd Ape Dao #429|Blue|Robot|Green jacket|Faded|Cowboy hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/429
1151|119.18157649039301|405|Nerd Ape Dao #405|Beige|Robot|Silverchain|3D|Rose headscarf|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/405
1152|118.97910236555589|291|Nerd Ape Dao #291|Beige|Pink|Hawaii|Square|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/291
1153|118.97789714776862|697|Nerd Ape Dao #697|Green mint|Light brown|None|Hearteye|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/697
1154|118.97042688918386|487|Nerd Ape Dao #487|Beige|White|Silverchain|Angry|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/487
1155|118.90827161018163|702|Nerd Ape Dao #702|Beige|Water|Red tee|Heart|Black beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/702
1156|118.82711594001694|565|Nerd Ape Dao #565|Yellow|Black|Black tee|Eyepatch|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/565
1157|118.71182138696398|185|Nerd Ape Dao #185|Pink|Robot|White singlet|Demon|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/185
1158|118.69314410687966|1032|Nerd Ape Dao #1032|Yellow|Light brown|White fur|Oneeye|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1032
1159|118.69241214899199|243|Nerd Ape Dao #243|Red|Light brown|Red singlet|Fasion|Green beret|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/243
1160|118.58739161976906|1296|Nerd Ape Dao #1296|Yellow|Pink|Tuxedo|Wide_eyes|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1296
1161|118.58254546793191|468|Nerd Ape Dao #468|Blue|Light brown|Pink hoodie|Fasion|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/468
1162|118.5742261763919|1147|Nerd Ape Dao #1147|Blue|Gold|Adventure|Red Cat|Newsboy cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1147
1163|118.53581672781982|8|Nerd Ape Dao #8|Blue|Black|Stripedtee|Heart|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/8
1164|118.52740920740646|635|Nerd Ape Dao #635|Pink|Red|None|Wide_eyes|Black top hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/635
1165|118.51903298127063|130|Nerd Ape Dao #130|Red|Gold|None|Oneeye|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/130
1166|118.42089015358954|426|Nerd Ape Dao #426|Yellow|Dark brown|Black hoodie|Heart|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/426
1167|118.35981966190806|248|Nerd Ape Dao #248|Red|Cream|White singlet|Square|Pink bucket|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/248
1168|118.3545373506194|227|Nerd Ape Dao #227|Blue|Pink|Overalls|Faded|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/227
1169|118.30071916608173|100|Nerd Ape Dao #100|Blue|Light brown|Red tee|Red Cat|Staw hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/100
1170|118.17857334302604|966|Nerd Ape Dao #966|Green mint|Gray|None|Faded|Fastfood|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/966
1171|118.14511641916137|216|Nerd Ape Dao #216|Pink|Robot|Red tee|3D|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/216
1172|118.13243233753256|10|Nerd Ape Dao #10|Beige|Red|Red tee|Square|Blue cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/10
1173|118.10843042812269|154|Nerd Ape Dao #154|Blue|Cream|White shirt ribbon|Fasion|Green beret|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/154
1174|118.06960042643009|416|Nerd Ape Dao #416|Pink|Robot|White fur|Cyberpunk|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/416
1175|118.00694053779468|252|Nerd Ape Dao #252|Yellow|Black|Black sleeveless|White Round|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/252
1176|117.98468995322798|1179|Nerd Ape Dao #1179|Red|Dark brown|Hawaii|Dizzy|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1179
1177|117.95020574744373|319|Nerd Ape Dao #319|Yellow|Cream|Dark blue suit|Heart|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/319
1178|117.85339629722495|364|Nerd Ape Dao #364|Blue|Black|White fur|Fasion|Propeller cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/364
1179|117.85266614890075|336|Nerd Ape Dao #336|Red|Dark brown|Silverchain|Shy|Biker helmet|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/336
1180|117.80222431077695|968|Nerd Ape Dao #968|Green mint|Gray|Tuxedo|Sleepy|Black beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/968
1181|117.78383424197565|758|Nerd Ape Dao #758|Yellow|Robot|None|Faded|Apple|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/758
1182|117.77075832297919|145|Nerd Ape Dao #145|Green mint|Black|Green jacket|Shy|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/145
1183|117.48911103569597|39|Nerd Ape Dao #39|Yellow|Light brown|Black sleeveless|Oneeye|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/39
1184|117.44162966757698|133|Nerd Ape Dao #133|Green mint|Tiger|Silverchain|Close|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/133
1185|117.4020200936475|1213|Nerd Ape Dao #1213|Blue|Black|Red tee|Faded|Propeller cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1213
1186|117.31961619232811|437|Nerd Ape Dao #437|Red|Light brown|Tuxedo|3D|Green beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/437
1187|117.27598289202876|187|Nerd Ape Dao #187|Blue|Cream|Hawaii|Red Cat|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/187
1188|117.25454844453468|454|Nerd Ape Dao #454|Green mint|Pink|Black sleeveless|Cyberpunk|Fastfood|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/454
1189|117.20593128547898|584|Nerd Ape Dao #584|Beige|Dark brown|Green jacket|White Round|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/584
1190|117.20539421011613|615|Nerd Ape Dao #615|Beige|Pink|Pink fur|Cyberpunk|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/615
1191|117.19124762093875|146|Nerd Ape Dao #146|Blue|Light brown|Overalls|Heart|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/146
1192|117.10433260159265|1144|Nerd Ape Dao #1144|Light purple|White|Green jacket|Heart|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1144
1193|116.95978448277418|775|Nerd Ape Dao #775|Beige|White|Black tee|Red Cat|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/775
1194|116.91610167697668|867|Nerd Ape Dao #867|Beige|Tiger|White singlet|Sleepy|Biker helmet|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/867
1195|116.91443144116214|769|Nerd Ape Dao #769|Red|Light brown|Green jacket|White Round|White bucket hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/769
1196|116.81470258136925|302|Nerd Ape Dao #302|Pink|Red|Silverchain|Fasion|Rose headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/302
1197|116.80896408921572|851|Nerd Ape Dao #851|Green mint|Pink|None|Round Glasses|Gold hair|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/851
1198|116.80803217122866|327|Nerd Ape Dao #327|Red|White|Hawaii|Fasion|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/327
1199|116.78879397615177|321|Nerd Ape Dao #321|Beige|Red|Adventure|White Round|Green beret|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/321
1200|116.78190233938322|861|Nerd Ape Dao #861|Pink|Tiger|Adventure|Round Glasses|Pink beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/861
1201|116.7817861020323|99|Nerd Ape Dao #99|Yellow|Cream|Goldchain|Sleepy|Green beret|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/99
1202|116.73610130613031|987|Nerd Ape Dao #987|Red|Red|Silverchain|Fasion|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/987
1203|116.60430339002926|66|Nerd Ape Dao #66|Red|Dark brown|White singlet|Wide_eyes|Black top hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/66
1204|116.58891595689103|644|Nerd Ape Dao #644|Red|Light brown|Black sleeveless|Dizzy|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/644
1205|116.55160154461103|912|Nerd Ape Dao #912|Beige|Light brown|Purple hoodie|Sleepy|Staw hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/912
1206|116.50888428028007|40|Nerd Ape Dao #40|Pink|Light brown|Silverchain|Sleepy|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/40
1207|116.43889994703179|1297|Nerd Ape Dao #1297|Light purple|Tiger|Hawaii|Faded|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1297
1208|116.37528943833182|528|Nerd Ape Dao #528|Beige|Light brown|Black leather|3D|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/528
1209|116.35325133856568|671|Nerd Ape Dao #671|Beige|White|Adventure|Square|Pirate hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/671
1210|116.32349985485169|228|Nerd Ape Dao #228|Blue|Cream|Adventure|X|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/228
1211|116.32192888412402|1109|Nerd Ape Dao #1109|Light purple|Light brown|Overalls|Fasion|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1109
1212|116.27463153059091|631|Nerd Ape Dao #631|Beige|Tiger|Hawaii|Shy|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/631
1213|116.17628243753032|197|Nerd Ape Dao #197|Yellow|White|Hawaii|Round Glasses|Staw hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/197
1214|116.12910553432911|1066|Nerd Ape Dao #1066|Blue|Cream|Red tee|Oneeye|Blue headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1066
1215|116.05928857918755|742|Nerd Ape Dao #742|Green mint|Black|None|Glasses|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/742
1216|115.9858019924025|1046|Nerd Ape Dao #1046|Yellow|Cream|Adventure|Gold|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1046
1217|115.98120851033804|736|Nerd Ape Dao #736|Yellow|Dark brown|Red tee|Close|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/736
1218|115.83415033056835|616|Nerd Ape Dao #616|Light purple|Black|Black tee|Oneeye|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/616
1219|115.78374278501529|280|Nerd Ape Dao #280|Blue|Robot|Hawaii|Fasion|Blue cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/280
1220|115.73926123466293|658|Nerd Ape Dao #658|Beige|Black|Rasta hawaii|Cyberpunk|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/658
1221|115.61862738762079|1261|Nerd Ape Dao #1261|Beige|White|Black hoodie|Sleepy|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1261
1222|115.55256852800704|195|Nerd Ape Dao #195|Pink|Black|White singlet|Wide_eyes|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/195
1223|115.3104656887914|412|Nerd Ape Dao #412|Red|White|Black sleeveless|Faded|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/412
1224|115.29707600530955|695|Nerd Ape Dao #695|Yellow|Light brown|Hawaii|Heart|Propeller cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/695
1225|115.22903212939512|1126|Nerd Ape Dao #1126|Yellow|Red|Silverchain|Heart|Cowboy hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1126
